Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,61,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,2236,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,162,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,151,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,50,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,154,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,143,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,50,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,2230,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,141,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,152,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,42,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,2140,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,6,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,14,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,232,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,149,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,39,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,2450,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,151,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,3,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,67,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,4,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,6,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,12,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,196,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,170,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,2293,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,130,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,79,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,7,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,6,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,16,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,11,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,214,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,152,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,2339,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,191,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,18,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,40,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,6,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,7,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,25,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,474,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,158,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,2537,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,194,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,19,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,63,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,4,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,6,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,13,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,211,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,326,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,196,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,96,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,2704,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,153,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,29,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,64,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,10,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,2,CTS
SWE,Sweden,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,282,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,845,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,516,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,325,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,823,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,599,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,325,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,10024,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,761,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,625,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,336,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,9943,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,61,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,1073,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,619,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,328,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,11133,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,931,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,14,CTS
